"Timestamp","PageID"
727,29
728,39
729,44
730,34
731,2
732,44
733,9
734,44
735,29
736,44
737,27
738,16
739,29
740,27
741,39
742,29
743,9
744,44
745,2
746,16
747,16
748,29
749,27
750,11
751,31
752,44
753,2
754,9
755,31
756,34
757,31
758,34
759,39
760,2
761,16
762,34
763,29
764,2
765,2
766,29
767,27
768,34
769,9
770,39
771,2
772,11
773,31
774,39
775,34
776,11
777,29
778,9
779,39
780,16
781,11
782,27
783,44
784,16
785,27
786,34
787,11
788,31
789,39
790,11
791,39
792,2
793,39
794,31
795,29
796,11
797,29
798,29
799,11
800,16
801,29
802,39
803,31
804,2
805,27
806,44
807,27
808,34
809,11
810,31
811,31
812,44
813,11
814,16
815,39
816,31
817,39
818,2
819,29
820,34
821,9
822,2
823,39
824,39
825,2
826,16
827,11
828,31
829,9
830,16
831,34
832,31
833,11
834,44
835,2
836,16
837,31
838,29
839,34
840,2
841,31
842,34
843,16
844,9
845,16
846,27
847,11
848,16
849,16
850,2
851,29
852,27
853,9
854,39
855,9
856,39
857,31
858,27
859,27
860,27
861,27
862,29
863,9
864,11
865,11
866,34
867,9
868,27
869,16
870,9
871,9
872,16
873,9
874,31
875,11
876,34
877,9
878,11
879,2
880,44
881,44
882,44
883,34
884,44
885,2
886,39
887,16
888,2
889,2
890,44
891,2
892,29
893,31
894,31
895,2
896,27
897,31
898,39
899,31
900,2
901,9
902,11
903,39
904,29
905,9
906,9
907,34
908,16
909,9
910,27
911,2
912,9
913,16
914,31
915,39
916,16
917,39
918,27
919,44
920,2
921,2
922,29
923,11
924,34
925,31
926,9
927,34
928,31
929,9
930,39
931,29
932,29
933,29
934,31
935,44
936,11
937,29
938,29
939,39
940,16
941,44
942,44
943,16
944,11
945,44
946,11
947,16
948,39
949,29
950,9
951,29
952,31
953,39
954,27
955,44
956,9
957,29
958,27
959,44
960,11
961,2
962,44
963,11
964,27
965,11
966,2
967,34
968,27
969,29
970,34
971,11
972,16
973,39
974,27
975,11
976,44
977,9
978,44
979,27
980,2
981,34
982,16
983,11
984,11
985,29
986,44
987,9
988,9
989,29
990,9
991,9
992,2
993,9
994,34
995,9
996,44
997,2
998,34
999,16
1000,9
