timestamp,pageID,status
168,33,HIT
169,2,HIT
170,25,HIT
171,23,MISS
172,13,HIT
173,42,HIT
174,33,HIT
175,36,HIT
176,8,HIT
177,29,HIT
178,43,HIT
179,38,HIT
180,40,MISS
181,14,HIT
182,38,HIT
183,5,HIT
184,10,MISS
185,20,HIT
186,15,HIT
187,24,MISS
188,37,HIT
189,7,HIT
190,6,HIT
191,16,MISS
192,32,MISS
193,6,HIT
194,3,MISS
195,40,HIT
196,32,HIT
197,39,MISS
198,43,HIT
199,3,HIT
200,50,MISS
201,18,MISS
202,6,HIT
203,46,MISS
204,44,HIT
205,42,HIT
206,5,HIT
207,41,MISS
208,19,MISS
209,42,HIT
210,17,MISS
211,30,MISS
212,49,MISS
213,9,MISS
214,49,HIT
215,38,HIT
216,49,HIT
217,42,HIT
218,34,MISS
219,36,HIT
220,8,HIT
221,46,HIT
222,41,HIT
223,14,HIT
224,34,HIT
225,2,HIT
226,27,HIT
227,39,HIT
228,4,MISS
229,17,HIT
230,26,MISS
231,41,HIT
232,45,MISS
233,9,HIT
234,5,HIT
235,39,HIT
236,48,MISS
237,44,HIT
238,37,HIT
239,43,HIT
240,21,HIT
241,29,HIT
242,44,HIT
243,48,HIT
244,31,MISS
245,35,MISS
246,1,MISS
247,42,HIT
248,13,HIT
249,30,MISS
250,8,HIT
251,25,MISS
252,25,HIT
253,41,HIT
254,38,HIT
255,48,HIT
256,33,MISS
257,32,MISS
258,45,HIT
259,49,MISS
260,29,HIT
261,30,HIT
262,12,MISS
263,24,MISS
264,26,HIT
265,25,HIT
266,12,HIT
267,37,HIT
268,18,MISS
269,29,HIT
270,42,HIT
271,10,MISS
272,3,MISS
273,37,HIT
274,50,MISS
275,41,HIT
276,7,MISS
277,35,HIT
278,13,HIT
279,13,HIT
280,1,HIT
281,22,MISS
282,18,HIT
283,34,HIT
284,17,HIT
285,39,HIT
286,15,MISS
287,8,HIT
288,26,HIT
289,6,MISS
290,39,HIT
291,16,MISS
292,32,HIT
293,33,HIT
294,6,HIT
295,22,HIT
296,9,HIT
297,5,HIT
298,17,HIT
299,12,HIT
300,2,HIT
301,6,HIT
302,39,HIT
303,1,HIT
304,38,MISS
305,36,MISS
306,15,HIT
307,40,MISS
308,42,HIT
309,47,MISS
310,48,MISS
311,17,HIT
312,17,HIT
313,35,HIT
314,48,HIT
315,2,HIT
316,15,HIT
317,14,MISS
318,19,MISS
319,23,MISS
320,43,MISS
321,28,MISS
322,28,HIT
323,47,HIT
324,11,MISS
325,44,MISS
326,35,HIT
327,22,HIT
328,10,HIT
329,31,MISS
330,10,HIT
331,37,HIT
332,15,HIT
333,35,HIT
334,27,MISS
335,1,HIT
336,48,HIT
337,36,HIT
338,19,HIT
339,24,MISS
340,48,HIT
341,11,HIT
342,19,HIT
343,30,MISS
344,41,HIT
345,46,MISS
346,27,HIT
347,31,HIT
348,36,HIT
349,7,HIT
350,34,HIT
351,23,HIT
352,23,HIT
353,24,HIT
354,11,HIT
355,37,HIT
356,18,MISS
357,2,HIT
358,7,HIT
359,12,HIT
360,27,HIT
361,1,HIT
362,13,MISS
363,43,HIT
364,15,HIT
365,26,MISS
366,5,HIT
367,3,MISS
368,15,HIT
369,30,HIT
370,14,HIT
371,25,MISS
372,4,MISS
373,35,HIT
374,20,MISS
375,17,MISS
376,11,HIT
377,6,MISS
378,27,HIT
379,29,MISS
380,26,HIT
381,22,MISS
382,20,HIT
383,10,MISS
384,39,MISS
385,35,HIT
386,41,HIT
387,38,MISS
388,50,MISS
389,47,MISS
390,16,MISS
391,35,HIT
392,47,HIT
393,26,HIT
394,44,MISS
395,40,MISS
396,41,HIT
397,40,HIT
398,33,MISS
399,5,HIT
400,22,HIT
401,18,HIT
402,28,MISS
403,13,HIT
404,43,HIT
405,14,HIT
406,33,HIT
407,22,HIT
408,47,HIT
409,2,HIT
410,41,HIT
411,10,HIT
412,49,MISS
413,28,HIT
414,39,HIT
415,15,HIT
416,32,MISS
417,39,HIT
418,11,HIT
419,49,HIT
420,2,HIT
421,40,HIT
422,38,HIT
423,41,HIT
424,31,HIT
425,5,HIT
426,22,HIT
427,6,HIT
428,5,HIT
429,23,HIT
430,43,HIT
431,18,HIT
432,35,MISS
433,47,HIT
434,36,MISS
435,6,HIT
436,48,MISS
437,10,HIT
438,25,MISS
439,3,MISS
440,38,HIT
441,6,HIT
442,44,MISS
443,6,HIT
444,47,HIT
445,17,MISS
446,34,MISS
447,13,HIT
448,4,MISS
449,11,HIT
450,13,HIT
451,23,HIT
452,33,HIT
453,25,HIT
454,46,MISS
455,39,HIT
456,10,HIT
457,13,HIT
458,34,HIT
459,42,MISS
460,9,MISS
461,26,MISS
462,16,MISS
463,44,HIT
464,6,HIT
465,40,HIT
466,17,HIT
467,10,HIT
468,27,MISS
469,24,MISS
470,19,MISS
471,41,HIT
472,35,HIT
473,9,HIT
474,6,HIT
475,14,MISS
476,1,MISS
477,45,MISS
478,19,HIT
479,41,HIT
480,31,HIT
481,7,MISS
482,46,HIT
483,29,MISS
484,9,HIT
485,1,HIT
486,45,HIT
487,21,MISS
488,9,HIT
489,40,HIT
490,48,HIT
491,1,HIT
492,36,HIT
493,5,HIT
494,50,MISS
495,29,HIT
496,42,HIT
497,13,HIT
498,40,HIT
499,48,HIT
500,29,HIT
501,10,HIT
502,27,HIT
503,24,HIT
504,28,HIT
505,34,HIT
506,28,HIT
507,16,HIT
508,4,HIT
509,3,MISS
510,12,MISS
511,40,HIT
512,2,MISS
513,9,HIT
514,12,HIT
515,22,MISS
516,14,MISS
517,13,HIT
518,6,MISS
519,4,HIT
520,4,HIT
521,21,HIT
522,45,HIT
523,23,MISS
524,42,HIT
525,37,MISS
526,38,MISS
527,38,HIT
528,10,HIT
529,40,HIT
530,8,MISS
531,22,HIT
532,36,HIT
533,12,HIT
534,43,MISS
535,1,HIT
536,46,HIT
537,33,MISS
538,26,MISS
539,20,MISS
540,3,HIT
541,34,HIT
542,48,HIT
543,36,HIT
544,41,HIT
545,28,HIT
546,15,MISS
547,21,HIT
548,15,HIT
549,37,HIT
550,32,MISS
551,39,MISS
552,23,HIT
553,39,HIT
554,48,HIT
555,24,HIT
556,12,HIT
557,23,HIT
558,30,MISS
559,49,MISS
560,24,HIT
561,18,MISS
562,33,HIT
563,43,HIT
564,8,HIT
565,13,HIT
566,25,MISS
567,18,HIT
568,11,MISS
569,21,HIT
570,11,HIT
571,34,HIT
572,14,HIT
573,40,HIT
574,26,HIT
575,1,HIT
576,3,HIT
577,17,MISS
578,20,HIT
579,50,MISS
580,2,MISS
581,12,HIT
582,39,HIT
583,14,HIT
584,6,MISS
585,13,HIT
586,30,HIT
587,42,MISS
588,5,MISS
589,17,HIT
590,7,MISS
591,9,MISS
592,50,HIT
593,16,MISS
594,33,HIT
595,7,HIT
596,37,HIT
597,40,HIT
598,9,HIT
599,24,HIT
600,49,HIT
601,18,HIT
602,1,HIT
603,49,HIT
604,29,MISS
605,30,HIT
606,41,HIT
607,36,MISS
608,49,HIT
609,2,HIT
610,20,HIT
611,27,MISS
612,3,HIT
613,1,HIT
614,18,HIT
615,28,MISS
616,42,HIT
617,8,HIT
618,23,MISS
619,38,MISS
620,46,MISS
621,38,HIT
622,35,MISS
623,15,MISS
624,46,HIT
625,33,HIT
626,9,HIT
627,20,HIT
628,29,HIT
629,8,HIT
630,19,MISS
631,8,HIT
632,26,HIT
633,18,HIT
634,38,HIT
635,50,HIT
636,46,HIT
637,46,HIT
638,44,MISS
639,47,MISS
640,32,MISS
641,38,HIT
642,25,MISS
643,50,HIT
644,32,HIT
645,40,HIT
646,20,HIT
647,46,HIT
648,13,HIT
649,26,HIT
650,31,MISS
651,23,HIT
652,35,HIT
653,45,MISS
654,33,HIT
655,26,HIT
656,44,HIT
657,20,HIT
658,31,HIT
659,1,HIT
660,38,HIT
661,9,HIT
662,23,HIT
663,40,HIT
664,17,MISS
665,36,HIT
666,13,HIT
667,50,HIT
668,42,HIT
669,17,HIT
670,4,MISS
671,36,HIT
672,2,HIT
673,16,HIT
674,26,HIT
675,3,MISS
676,33,HIT
677,9,HIT
678,47,HIT
679,12,MISS
680,11,MISS
681,17,HIT
682,10,MISS
683,9,HIT
684,5,MISS
685,45,HIT
686,32,HIT
687,10,HIT
688,36,HIT
689,49,MISS
690,20,HIT
691,27,MISS
692,31,HIT
693,40,HIT
694,39,MISS
695,48,MISS
696,31,HIT
697,10,HIT
698,21,MISS
699,25,HIT
700,7,MISS
701,17,HIT
702,28,MISS
703,4,HIT
704,9,HIT
705,29,MISS
706,21,HIT
707,1,HIT
708,19,MISS
709,6,MISS
710,35,MISS
711,18,MISS
712,35,HIT
713,24,MISS
714,41,MISS
715,26,HIT
716,44,HIT
717,35,HIT
718,45,HIT
719,22,MISS
720,22,HIT
721,10,HIT
722,46,MISS
723,44,HIT
724,47,HIT
725,35,HIT
726,12,HIT
727,22,HIT
728,18,HIT
729,18,HIT
730,32,HIT
731,17,HIT
732,3,HIT
733,48,HIT
734,43,MISS
735,30,MISS
736,17,HIT
737,7,HIT
738,50,HIT
739,49,HIT
740,31,HIT
741,19,HIT
742,30,HIT
743,48,HIT
744,19,HIT
745,37,MISS
746,5,HIT
747,4,HIT
748,16,MISS
749,28,MISS
750,44,HIT
751,18,HIT
752,19,HIT
753,34,MISS
754,36,MISS
755,15,MISS
756,38,MISS
757,37,HIT
758,18,HIT
759,10,HIT
760,8,MISS
761,21,MISS
762,28,HIT
763,24,MISS
764,21,HIT
765,39,MISS
766,45,HIT
767,7,HIT
768,28,HIT
769,3,HIT
770,17,HIT
771,20,MISS
772,45,HIT
773,34,HIT
774,50,HIT
775,22,HIT
776,11,MISS
777,34,HIT
778,1,MISS
779,40,MISS
780,50,HIT
781,18,HIT
782,47,HIT
783,14,MISS
784,34,HIT
785,47,HIT
786,47,HIT
787,4,HIT
788,26,MISS
789,18,HIT
790,38,HIT
791,13,MISS
792,37,HIT
793,45,HIT
794,9,MISS
795,25,MISS
796,11,HIT
797,39,HIT
798,49,HIT
799,24,HIT
800,10,HIT
801,16,HIT
802,14,HIT
803,43,HIT
804,34,HIT
805,12,HIT
806,26,HIT
807,30,MISS
808,25,HIT
809,3,HIT
810,3,HIT
811,5,MISS
812,7,HIT
813,31,MISS
814,35,MISS
815,6,MISS
816,37,HIT
817,39,HIT
818,5,HIT
819,37,HIT
820,31,HIT
821,16,HIT
822,15,MISS
823,47,HIT
824,37,HIT
825,36,MISS
826,6,HIT
827,2,MISS
828,36,HIT
829,39,HIT
830,8,MISS
831,17,HIT
832,13,HIT
833,50,HIT
834,23,MISS
835,41,MISS
836,34,HIT
837,7,HIT
838,26,HIT
839,50,HIT
840,19,MISS
841,15,HIT
842,38,HIT
843,45,MISS
844,17,HIT
845,18,MISS
846,22,MISS
847,33,MISS
848,30,HIT
849,28,MISS
850,20,MISS
851,33,HIT
852,16,HIT
853,12,HIT
854,35,HIT
855,22,HIT
856,16,HIT
857,47,HIT
858,14,HIT
859,45,HIT
860,50,HIT
861,26,HIT
862,45,HIT
863,42,MISS
864,36,HIT
865,16,HIT
866,21,MISS
867,26,HIT
868,28,HIT
869,25,HIT
870,34,HIT
871,50,HIT
872,14,HIT
873,29,MISS
874,17,HIT
875,25,HIT
876,33,HIT
877,9,MISS
878,32,MISS
879,49,HIT
880,15,HIT
881,22,HIT
882,13,HIT
883,25,HIT
884,29,HIT
885,5,HIT
886,46,MISS
887,28,HIT
888,4,MISS
889,16,HIT
890,39,MISS
891,20,HIT
892,28,HIT
893,22,HIT
894,33,HIT
895,48,MISS
896,32,HIT
897,38,MISS
898,47,HIT
899,33,HIT
900,35,HIT
901,31,MISS
902,5,HIT
903,30,MISS
904,2,MISS
905,25,HIT
906,15,HIT
907,17,HIT
908,49,HIT
909,12,HIT
910,6,MISS
911,44,MISS
912,25,HIT
913,42,HIT
914,39,HIT
915,49,HIT
916,23,MISS
917,23,HIT
918,11,MISS
919,1,MISS
920,9,HIT
921,4,HIT
922,33,HIT
923,10,MISS
924,46,HIT
925,13,HIT
926,15,HIT
927,30,HIT
928,46,HIT
929,33,HIT
930,33,HIT
931,31,HIT
932,47,HIT
933,42,HIT
934,35,HIT
935,43,MISS
936,21,HIT
937,7,MISS
938,39,HIT
939,1,HIT
940,42,HIT
941,22,HIT
942,43,HIT
943,41,MISS
944,20,HIT
945,48,MISS
946,37,MISS
947,43,HIT
948,45,MISS
949,27,MISS
950,12,HIT
951,45,HIT
952,44,HIT
953,34,MISS
954,50,MISS
955,31,HIT
956,31,HIT
957,8,MISS
958,23,HIT
959,40,MISS
960,9,HIT
961,25,HIT
962,11,MISS
963,7,HIT
964,10,HIT
965,34,HIT
966,2,MISS
967,2,HIT
968,9,HIT
969,29,MISS
970,29,HIT
971,1,HIT
972,36,MISS
973,35,HIT
974,43,HIT
975,27,HIT
976,6,MISS
977,27,HIT
978,34,HIT
979,21,HIT
980,46,HIT
981,40,HIT
982,5,MISS
983,3,MISS
984,46,HIT
985,23,HIT
986,32,MISS
987,3,HIT
988,27,HIT
989,6,HIT
990,46,HIT
991,7,HIT
992,17,MISS
993,20,HIT
994,24,MISS
995,28,MISS
996,45,HIT
997,23,HIT
998,14,MISS
999,22,HIT
1000,16,MISS
Total Hits: 676, Total Misses: 324
